,성별,확진자 수,사망자 수,날짜,날짜_dt
401,여성,13057159,14308.0,2022-09-22,2022-09-22
402,남성,11478781,13701.0,2022-09-22,2022-09-22
403,여성,13039165,14277.0,2022-09-21,2022-09-21
404,남성,11463803,13673.0,2022-09-21,2022-09-21
405,여성,13016849,14246.0,2022-09-20,2022-09-20
406,남성,11444888,13645.0,2022-09-20,2022-09-20
407,여성,12991237,14235.0,2022-09-19,2022-09-19
408,남성,11422636,13632.0,2022-09-19,2022-09-19
409,여성,12981157,14207.0,2022-09-18,2022-09-18
410,남성,11413309,13621.0,2022-09-18,2022-09-18
411,여성,12962638,14191.0,2022-09-17,2022-09-17
412,남성,11397064,13591.0,2022-09-17,2022-09-17
413,여성,12939352,14158.0,2022-09-16,2022-09-16
414,남성,11376950,13567.0,2022-09-16,2022-09-16
415,여성,12911382,14128.0,2022-09-15,2022-09-15
416,남성,11353088,13537.0,2022-09-15,2022-09-15
417,여성,12872596,14093.0,2022-09-14,2022-09-14
418,남성,11320442,13500.0,2022-09-14,2022-09-14
419,여성,12821228,14071.0,2022-09-13,2022-09-13
420,남성,11277906,13462.0,2022-09-13,2022-09-13
421,여성,12790118,14051.0,2022-09-12,2022-09-12
422,남성,11251707,13447.0,2022-09-12,2022-09-12
423,여성,12770463,14044.0,2022-09-11,2022-09-11
424,남성,11234424,13432.0,2022-09-11,2022-09-11
425,여성,12755688,14018.0,2022-09-10,2022-09-10
426,남성,11220985,13411.0,2022-09-10,2022-09-10
427,여성,12732921,13990.0,2022-09-09,2022-09-09
428,남성,11201028,13391.0,2022-09-09,2022-09-09
429,여성,12694766,13958.0,2022-09-08,2022-09-08
430,남성,11169794,13355.0,2022-09-08,2022-09-08
431,여성,12654582,13931.0,2022-09-07,2022-09-07
432,남성,11137379,13318.0,2022-09-07,2022-09-07
433,여성,12607743,13904.0,2022-09-06,2022-09-06
434,남성,11098734,13289.0,2022-09-06,2022-09-06
435,여성,12553824,13878.0,2022-09-05,2022-09-05
436,남성,11052916,13271.0,2022-09-05,2022-09-05
437,여성,12534044,13846.0,2022-09-04,2022-09-04
438,남성,11035148,13247.0,2022-09-04,2022-09-04
439,여성,12534044,13846.0,2022-09-04,2022-09-04
440,남성,11035148,13247.0,2022-09-04,2022-09-04
441,여성,12494844,13808.0,2022-09-03,2022-09-03
442,남성,11002204,13206.0,2022-09-03,2022-09-03
443,여성,12452049,13771.0,2022-09-02,2022-09-02
444,남성,10965376,13169.0,2022-09-02,2022-09-02
445,여성,12403427,13740.0,2022-09-01,2022-09-01
446,남성,10924470,13136.0,2022-09-01,2022-09-01
447,여성,12359202,13688.0,2022-08-31,2022-08-31
448,남성,10887196,13076.0,2022-08-31,2022-08-31
449,여성,12303215,13651.0,2022-08-30,2022-08-30
450,남성,10839264,13038.0,2022-08-30,2022-08-30
451,여성,12240992,13615.0,2022-08-29,2022-08-29
452,남성,10785968,13003.0,2022-08-29,2022-08-29
453,여성,12218365,13592.0,2022-08-28,2022-08-28
454,남성,10765453,12977.0,2022-08-28,2022-08-28
455,여성,12172284,13554.0,2022-08-27,2022-08-27
456,남성,10726239,12945.0,2022-08-27,2022-08-27
457,여성,12121065,13515.0,2022-08-26,2022-08-26
458,남성,10681920,12898.0,2022-08-26,2022-08-26
459,여성,12066443,13480.0,2022-08-25,2022-08-25
460,남성,10635478,12852.0,2022-08-25,2022-08-25
461,여성,12005391,13425.0,2022-08-24,2022-08-24
462,남성,10583249,12799.0,2022-08-24,2022-08-24
463,여성,11930664,13399.0,2022-08-23,2022-08-23
464,남성,10518811,12762.0,2022-08-23,2022-08-23
465,여성,11849485,13372.0,2022-08-22,2022-08-22
466,남성,10449892,12737.0,2022-08-22,2022-08-22
467,여성,11818407,13340.0,2022-08-21,2022-08-21
468,남성,10421924,12704.0,2022-08-21,2022-08-21
469,여성,11758562,13305.0,2022-08-20,2022-08-20
470,남성,10370825,12675.0,2022-08-20,2022-08-20
471,여성,11688364,13262.0,2022-08-19,2022-08-19
472,남성,10311673,12634.0,2022-08-19,2022-08-19
473,여성,11613283,13216.0,2022-08-18,2022-08-18
474,남성,10248013,12597.0,2022-08-18,2022-08-18
475,여성,11516309,13186.0,2022-08-17,2022-08-17
476,남성,10166507,12566.0,2022-08-17,2022-08-17
477,여성,11418106,13170.0,2022-08-16,2022-08-16
478,남성,10084058,12540.0,2022-08-16,2022-08-16
479,여성,11373667,13156.0,2022-08-15,2022-08-15
480,남성,10044369,12517.0,2022-08-15,2022-08-15
481,여성,11340968,13135.0,2022-08-14,2022-08-14
482,남성,10014990,12488.0,2022-08-14,2022-08-14
483,여성,11276185,13105.0,2022-08-13,2022-08-13
484,남성,9960170,12461.0,2022-08-13,2022-08-13
485,여성,11208758,13076.0,2022-08-12,2022-08-12
486,남성,9903082,12423.0,2022-08-12,2022-08-12
487,여성,11139116,13042.0,2022-08-11,2022-08-11
488,남성,9844053,12399.0,2022-08-11,2022-08-11
489,여성,11064381,13018.0,2022-08-10,2022-08-10
490,남성,9781592,12364.0,2022-08-10,2022-08-10
491,여성,10982571,12993.0,2022-08-09,2022-08-09
492,남성,9711668,12339.0,2022-08-09,2022-08-09
493,여성,10902161,12975.0,2022-08-08,2022-08-08
494,남성,9642259,12317.0,2022-08-08,2022-08-08
495,여성,10873408,12959.0,2022-08-07,2022-08-07
496,남성,9615720,12304.0,2022-08-07,2022-08-07
497,여성,10816417,12949.0,2022-08-06,2022-08-06
498,남성,9567204,12287.0,2022-08-06,2022-08-06
499,여성,10756965,12925.0,2022-08-05,2022-08-05
500,남성,9516046,12266.0,2022-08-05,2022-08-05
501,여성,10695921,12901.0,2022-08-04,2022-08-04
502,남성,9464233,12243.0,2022-08-04,2022-08-04
503,여성,10637389,12879.0,2022-08-03,2022-08-03
504,남성,9414916,12231.0,2022-08-03,2022-08-03
505,여성,10572262,12865.0,2022-08-02,2022-08-02
506,남성,9360177,12219.0,2022-08-02,2022-08-02
507,여성,10488030,12846.0,2022-07-31,2022-07-31
508,남성,9288020,12201.0,2022-07-31,2022-07-31
509,여성,10448179,12841.0,2022-07-30,2022-07-30
510,남성,9254282,12186.0,2022-07-30,2022-07-30
511,여성,10404064,12821.0,2022-07-29,2022-07-29
512,남성,9216453,12171.0,2022-07-29,2022-07-29
513,여성,10357659,12800.0,2022-07-28,2022-07-28
514,남성,9177583,12157.0,2022-07-28,2022-07-28
515,여성,10309721,12789.0,2022-07-27,2022-07-27
516,남성,9137225,12143.0,2022-07-27,2022-07-27
517,여성,10255882,12779.0,2022-07-26,2022-07-26
518,남성,9090882,12128.0,2022-07-26,2022-07-26
519,여성,10202177,12770.0,2022-07-25,2022-07-25
520,남성,9045319,12120.0,2022-07-25,2022-07-25
521,여성,10183472,12759.0,2022-07-24,2022-07-24
522,남성,9028141,12114.0,2022-07-24,2022-07-24
523,여성,10148174,12750.0,2022-07-23,2022-07-23
524,남성,8998006,12105.0,2022-07-23,2022-07-23
525,여성,10111290,12731.0,2022-07-22,2022-07-22
526,남성,8966369,12094.0,2022-07-22,2022-07-22
527,여성,10074267,12714.0,2022-07-21,2022-07-21
528,남성,8934813,12080.0,2022-07-21,2022-07-21
529,여성,10035179,12705.0,2022-07-20,2022-07-20
530,남성,8902792,12072.0,2022-07-20,2022-07-20
531,여성,9994292,12696.0,2022-07-19,2022-07-19
532,남성,8867301,12069.0,2022-07-19,2022-07-19
533,여성,9955179,12688.0,2022-07-18,2022-07-18
534,남성,8832877,12065.0,2022-07-18,2022-07-18
535,여성,9941545,12683.0,2022-07-17,2022-07-17
536,남성,8820212,12059.0,2022-07-17,2022-07-17
537,여성,9920127,12678.0,2022-07-16,2022-07-16
538,남성,8801288,12050.0,2022-07-16,2022-07-16
539,여성,9898050,12670.0,2022-07-15,2022-07-15
540,남성,8782092,12042.0,2022-07-15,2022-07-15
541,여성,9877191,12663.0,2022-07-14,2022-07-14
542,남성,8764087,12033.0,2022-07-14,2022-07-14
543,여성,9856137,12657.0,2022-07-13,2022-07-13
544,남성,8745972,12023.0,2022-07-13,2022-07-13
545,여성,9834737,12648.0,2022-07-12,2022-07-12
546,남성,8727124,12020.0,2022-07-12,2022-07-12
547,여성,9814638,12644.0,2022-07-11,2022-07-11
548,남성,8709900,12017.0,2022-07-11,2022-07-11
549,여성,9808044,12632.0,2022-07-10,2022-07-10
550,남성,8703801,12011.0,2022-07-10,2022-07-10
551,여성,9797149,12620.0,2022-07-09,2022-07-09
552,남성,8694286,12004.0,2022-07-09,2022-07-09
553,여성,9786457,12610.0,2022-07-08,2022-07-08
554,남성,8684715,11995.0,2022-07-08,2022-07-08
555,여성,9776209,12603.0,2022-07-07,2022-07-07
556,남성,8675653,11990.0,2022-07-07,2022-07-07
557,여성,9766347,12598.0,2022-07-06,2022-07-06
558,남성,8667012,11985.0,2022-07-06,2022-07-06
559,여성,9756159,12596.0,2022-07-05,2022-07-05
560,남성,8657838,11980.0,2022-07-05,2022-07-05
561,여성,9746453,12595.0,2022-07-04,2022-07-04
562,남성,8649411,11979.0,2022-07-04,2022-07-04
563,여성,9743238,12593.0,2022-07-03,2022-07-03
564,남성,8646373,11977.0,2022-07-03,2022-07-03
565,여성,9732168,12588.0,2022-07-01,2022-07-01
566,남성,8636689,11967.0,2022-07-01,2022-07-01
567,여성,9726926,12586.0,2022-06-30,2022-06-30
568,남성,8632415,11961.0,2022-06-30,2022-06-30
569,여성,9721735,12581.0,2022-06-29,2022-06-29
570,남성,8628021,11956.0,2022-06-29,2022-06-29
571,여성,9716306,12578.0,2022-06-28,2022-06-28
572,남성,8623013,11952.0,2022-06-28,2022-06-28
573,여성,9711135,12575.0,2022-06-27,2022-06-27
574,남성,8618313,11950.0,2022-06-27,2022-06-27
575,여성,9709463,12574.0,2022-06-26,2022-06-26
576,남성,8616556,11948.0,2022-06-26,2022-06-26
577,여성,9706193,12571.0,2022-06-25,2022-06-25
578,남성,8613580,11945.0,2022-06-25,2022-06-25
579,여성,9702601,12564.0,2022-06-24,2022-06-24
580,남성,8610392,11934.0,2022-06-24,2022-06-24
581,여성,9698867,12559.0,2022-06-23,2022-06-23
582,남성,8606916,11929.0,2022-06-23,2022-06-23
583,여성,9694902,12551.0,2022-06-22,2022-06-22
584,남성,8603439,11923.0,2022-06-22,2022-06-22
585,여성,9690253,12547.0,2022-06-21,2022-06-21
586,남성,8599120,11916.0,2022-06-21,2022-06-21
587,여성,9685509,12541.0,2022-06-20,2022-06-20
588,남성,8594581,11910.0,2022-06-20,2022-06-20
589,여성,9683754,12535.0,2022-06-19,2022-06-19
590,남성,8592798,11906.0,2022-06-19,2022-06-19
591,여성,9680657,12528.0,2022-06-18,2022-06-18
592,남성,8589824,11899.0,2022-06-18,2022-06-18
593,여성,9677099,12522.0,2022-06-17,2022-06-17
594,남성,8586544,11894.0,2022-06-17,2022-06-17
595,여성,9673448,12519.0,2022-06-16,2022-06-16
596,남성,8583009,11888.0,2022-06-16,2022-06-16
597,여성,9669468,12514.0,2022-06-15,2022-06-15
598,남성,8579011,11885.0,2022-06-15,2022-06-15
599,여성,9664724,12508.0,2022-06-14,2022-06-14
600,남성,8574332,11882.0,2022-06-14,2022-06-14
601,여성,9659839,12508.0,2022-06-13,2022-06-13
602,남성,8569449,11880.0,2022-06-13,2022-06-13
603,여성,9657968,12502.0,2022-06-12,2022-06-12
604,남성,8567492,11869.0,2022-06-12,2022-06-12
605,여성,9654169,12495.0,2022-06-11,2022-06-11
606,남성,8563909,11856.0,2022-06-11,2022-06-11
607,여성,9649806,12489.0,2022-06-10,2022-06-10
608,남성,8559844,11852.0,2022-06-10,2022-06-10
609,여성,9645019,12484.0,2022-06-09,2022-06-09
610,남성,8555327,11839.0,2022-06-09,2022-06-09
611,여성,9638973,12474.0,2022-06-08,2022-06-08
612,남성,8549227,11831.0,2022-06-08,2022-06-08
613,여성,9632033,12472.0,2022-06-07,2022-06-07
614,남성,8542847,11827.0,2022-06-07,2022-06-07
615,여성,9628946,12461.0,2022-06-06,2022-06-06
616,남성,8539762,11818.0,2022-06-06,2022-06-06
617,여성,9626465,12447.0,2022-06-05,2022-06-05
618,남성,8537221,11811.0,2022-06-05,2022-06-05
619,여성,9621265,12439.0,2022-06-04,2022-06-04
620,남성,8532586,11799.0,2022-06-04,2022-06-04
621,여성,9614899,12432.0,2022-06-03,2022-06-03
622,남성,8526936,11797.0,2022-06-03,2022-06-03
623,여성,9608313,12426.0,2022-06-02,2022-06-02
624,남성,8521000,11786.0,2022-06-02,2022-06-02
625,여성,9603077,12415.0,2022-06-01,2022-06-01
626,남성,8516338,11782.0,2022-06-01,2022-06-01
627,여성,9594889,12403.0,2022-05-31,2022-05-31
628,남성,8508749,11773.0,2022-05-31,2022-05-31
629,여성,9585827,12400.0,2022-05-30,2022-05-30
630,남성,8500635,11767.0,2022-05-30,2022-05-30
631,여성,9582647,12396.0,2022-05-29,2022-05-29
632,남성,8497676,11762.0,2022-05-29,2022-05-29
633,여성,9575994,12385.0,2022-05-28,2022-05-28
634,남성,8491675,11754.0,2022-05-28,2022-05-28
635,여성,9568473,12367.0,2022-05-27,2022-05-27
636,남성,8484814,11736.0,2022-05-27,2022-05-27
637,여성,9559810,12356.0,2022-05-26,2022-05-26
638,남성,8476910,11707.0,2022-05-26,2022-05-26
639,여성,9549902,12339.0,2022-05-25,2022-05-25
640,남성,8468021,11690.0,2022-05-25,2022-05-25
641,여성,9537380,12326.0,2022-05-24,2022-05-24
642,남성,8456605,11680.0,2022-05-24,2022-05-24
643,여성,9523344,12321.0,2022-05-23,2022-05-23
644,남성,8444328,11666.0,2022-05-23,2022-05-23
645,여성,9518286,12305.0,2022-05-22,2022-05-22
646,남성,8439411,11660.0,2022-05-22,2022-05-22
647,여성,9508058,12279.0,2022-05-21,2022-05-21
648,남성,8430341,11632.0,2022-05-21,2022-05-21
649,여성,9495603,12267.0,2022-05-20,2022-05-20
650,남성,8419354,11618.0,2022-05-20,2022-05-20
651,여성,9482201,12243.0,2022-05-19,2022-05-19
652,남성,8407648,11599.0,2022-05-19,2022-05-19
653,여성,9467030,12223.0,2022-05-18,2022-05-18
654,남성,8394714,11579.0,2022-05-18,2022-05-18
655,여성,9450219,12211.0,2022-05-17,2022-05-17
656,남성,8380210,11560.0,2022-05-17,2022-05-17
657,여성,9431572,12198.0,2022-05-16,2022-05-16
658,남성,8363785,11546.0,2022-05-16,2022-05-16
659,여성,9424695,12176.0,2022-05-15,2022-05-15
660,남성,8357366,11533.0,2022-05-15,2022-05-15
661,여성,9410694,12156.0,2022-05-14,2022-05-14
662,남성,8345933,11505.0,2022-05-14,2022-05-14
663,여성,9394623,12124.0,2022-05-13,2022-05-13
664,남성,8332463,11482.0,2022-05-13,2022-05-13
665,여성,9376950,12099.0,2022-05-12,2022-05-12
666,남성,8317727,11455.0,2022-05-12,2022-05-12
667,여성,9357385,12067.0,2022-05-11,2022-05-11
668,남성,8301409,11424.0,2022-05-11,2022-05-11
669,여성,9333377,12051.0,2022-05-10,2022-05-10
670,남성,8281518,11411.0,2022-05-10,2022-05-10
671,여성,9306378,12019.0,2022-05-09,2022-05-09
672,남성,8258621,11381.0,2022-05-09,2022-05-09
673,여성,9295483,11995.0,2022-05-08,2022-05-08
674,남성,8248915,11365.0,2022-05-08,2022-05-08
675,여성,9273625,11958.0,2022-05-07,2022-05-07
676,남성,8230709,11331.0,2022-05-07,2022-05-07
677,여성,9251684,11919.0,2022-05-06,2022-05-06
678,남성,8213098,11287.0,2022-05-06,2022-05-06
679,여성,9237134,11896.0,2022-05-05,2022-05-05
680,남성,8200934,11262.0,2022-05-05,2022-05-05
681,여성,9213579,11863.0,2022-05-04,2022-05-04
682,남성,8182212,11216.0,2022-05-04,2022-05-04
683,여성,9186776,11830.0,2022-05-03,2022-05-03
684,남성,8159977,11177.0,2022-05-03,2022-05-03
685,여성,9159567,11808.0,2022-05-02,2022-05-02
686,남성,8136166,11150.0,2022-05-02,2022-05-02
687,여성,9149093,11764.0,2022-05-01,2022-05-01
688,남성,8126556,11111.0,2022-05-01,2022-05-01
689,여성,9128618,11728.0,2022-04-30,2022-04-30
690,남성,8109260,11066.0,2022-04-30,2022-04-30
691,여성,9105088,11693.0,2022-04-29,2022-04-29
692,남성,8089528,11031.0,2022-04-29,2022-04-29
693,여성,9077763,11627.0,2022-04-28,2022-04-28
694,남성,8066302,10961.0,2022-04-28,2022-04-28
695,여성,9046477,11565.0,2022-04-27,2022-04-27
696,남성,8040149,10901.0,2022-04-27,2022-04-27
697,여성,9004844,11493.0,2022-04-26,2022-04-26
698,남성,8005021,10832.0,2022-04-26,2022-04-26
699,여성,8961439,11454.0,2022-04-25,2022-04-25
700,남성,7968125,10789.0,2022-04-25,2022-04-25
701,여성,8943265,11395.0,2022-04-24,2022-04-24
702,남성,7951929,10738.0,2022-04-24,2022-04-24
703,여성,8907875,11338.0,2022-04-23,2022-04-23
704,남성,7922594,10686.0,2022-04-23,2022-04-23
705,여성,8866879,11267.0,2022-04-22,2022-04-22
706,남성,7888176,10606.0,2022-04-22,2022-04-22
707,여성,8822452,11172.0,2022-04-21,2022-04-21
708,남성,7851593,10495.0,2022-04-21,2022-04-21
709,여성,8772869,11101.0,2022-04-20,2022-04-20
710,남성,7810351,10419.0,2022-04-20,2022-04-20
711,여성,8712890,11019.0,2022-04-19,2022-04-19
712,남성,7759050,10335.0,2022-04-19,2022-04-19
713,여성,8649452,10950.0,2022-04-18,2022-04-18
714,남성,7704043,10274.0,2022-04-18,2022-04-18
715,여성,8624030,10891.0,2022-04-17,2022-04-17
716,남성,7681722,10201.0,2022-04-17,2022-04-17
717,여성,8572753,10782.0,2022-04-16,2022-04-16
718,남성,7639998,10107.0,2022-04-16,2022-04-16
719,여성,8513728,10629.0,2022-04-15,2022-04-15
720,남성,7591141,9987.0,2022-04-15,2022-04-15
721,여성,8445264,10487.0,2022-04-14,2022-04-14
722,남성,7533797,9865.0,2022-04-14,2022-04-14
723,여성,8364613,10324.0,2022-04-13,2022-04-13
724,남성,7466031,9710.0,2022-04-13,2022-04-13
725,여성,8259287,10220.0,2022-04-12,2022-04-12
726,남성,7375987,9630.0,2022-04-12,2022-04-12
727,여성,8146983,10140.0,2022-04-11,2022-04-11
728,남성,7277615,9539.0,2022-04-11,2022-04-11
729,여성,8099217,9998.0,2022-04-10,2022-04-10
730,남성,7234453,9423.0,2022-04-10,2022-04-10
731,여성,8009849,9833.0,2022-04-09,2022-04-09
732,남성,7159340,9259.0,2022-04-09,2022-04-09
733,여성,7909465,9665.0,2022-04-08,2022-04-08
734,남성,7074229,9089.0,2022-04-08,2022-04-08
735,여성,7798185,9460.0,2022-04-07,2022-04-07
736,남성,6980220,8921.0,2022-04-07,2022-04-07
737,여성,7676552,9264.0,2022-04-06,2022-04-06
738,남성,6877092,8769.0,2022-04-06,2022-04-06
739,여성,7522027,9074.0,2022-04-05,2022-04-05
740,남성,6745374,8588.0,2022-04-05,2022-04-05
741,여성,7379846,8975.0,2022-04-04,2022-04-04
742,남성,6621560,8478.0,2022-04-04,2022-04-04
743,여성,7313017,8868.0,2022-04-03,2022-04-03
744,남성,6561199,8367.0,2022-04-03,2022-04-03
745,여성,7186336,8687.0,2022-04-02,2022-04-02
746,남성,6453579,8242.0,2022-04-02,2022-04-02
747,여성,7043560,8504.0,2022-04-01,2022-04-01
748,남성,6332258,8086.0,2022-04-01,2022-04-01
749,여성,6891856,8309.0,2022-03-31,2022-03-31
750,남성,6203775,7921.0,2022-03-31,2022-03-31
751,여성,6717932,8097.0,2022-03-30,2022-03-30
752,남성,6057024,7758.0,2022-03-30,2022-03-30
753,여성,6490198,7883.0,2022-03-29,2022-03-29
754,남성,5860230,7540.0,2022-03-29,2022-03-29
755,여성,6306992,7754.0,2022-03-28,2022-03-28
756,남성,5696062,7432.0,2022-03-28,2022-03-28
757,여성,6209308,7588.0,2022-03-27,2022-03-27
758,남성,5606533,7311.0,2022-03-27,2022-03-27
759,여성,6038125,7433.0,2022-03-26,2022-03-26
760,남성,5459586,7184.0,2022-03-26,2022-03-26
761,여성,5858331,7267.0,2022-03-25,2022-03-25
762,남성,5303901,7027.0,2022-03-25,2022-03-25
763,여성,5675549,7072.0,2022-03-24,2022-03-24
764,남성,5147287,6830.0,2022-03-24,2022-03-24
765,여성,5461682,6829.0,2022-03-23,2022-03-23
766,남성,4965565,6603.0,2022-03-23,2022-03-23
767,여성,5197917,6676.0,2022-03-22,2022-03-22
768,남성,4738623,6465.0,2022-03-22,2022-03-22
769,여성,5010898,6476.0,2022-03-21,2022-03-21
770,남성,4571917,6281.0,2022-03-21,2022-03-21
771,여성,4900855,6295.0,2022-03-20,2022-03-20
772,남성,4472791,6133.0,2022-03-20,2022-03-20
773,여성,4721360,6127.0,2022-03-19,2022-03-19
774,남성,4317578,5974.0,2022-03-19,2022-03-19
775,여성,4517122,5958.0,2022-03-18,2022-03-18
776,남성,4140487,5824.0,2022-03-18,2022-03-18
777,여성,4298912,5782.0,2022-03-17,2022-03-17
778,남성,3951680,5699.0,2022-03-17,2022-03-17
779,여성,3966432,5562.0,2022-03-16,2022-03-16
780,남성,3662843,5490.0,2022-03-16,2022-03-16
781,여성,3756514,5462.0,2022-03-15,2022-03-15
782,남성,3472036,5426.0,2022-03-15,2022-03-15
783,여성,3567412,5302.0,2022-03-14,2022-03-14
784,남성,3298810,5293.0,2022-03-14,2022-03-14
785,여성,3403439,5214.0,2022-03-13,2022-03-13
786,남성,3153014,5181.0,2022-03-13,2022-03-13
787,여성,3218759,5080.0,2022-03-12,2022-03-12
788,남성,2987518,5064.0,2022-03-12,2022-03-12
789,여성,3015150,4941.0,2022-03-11,2022-03-11
790,남성,2807476,4934.0,2022-03-11,2022-03-11
791,여성,2865040,4817.0,2022-03-10,2022-03-10
792,남성,2674610,4829.0,2022-03-10,2022-03-10
793,여성,2690373,4707.0,2022-03-09,2022-03-09
794,남성,2521745,4733.0,2022-03-09,2022-03-09
795,여성,2511257,4620.0,2022-03-08,2022-03-08
796,남성,2358434,4662.0,2022-03-08,2022-03-08
797,여성,2406635,4533.0,2022-03-07,2022-03-07
798,남성,2260342,4563.0,2022-03-07,2022-03-07
799,여성,2294711,4460.0,2022-03-06,2022-03-06
800,남성,2161553,4497.0,2022-03-06,2022-03-06
801,여성,2164432,4367.0,2022-03-05,2022-03-05
802,남성,2048220,4429.0,2022-03-05,2022-03-05
803,여성,2028368,4251.0,2022-03-04,2022-03-04
804,남성,1929958,4329.0,2022-03-04,2022-03-04
805,여성,1887714,4153.0,2022-03-03,2022-03-03
806,남성,1803774,4241.0,2022-03-03,2022-03-03
807,여성,1783729,4083.0,2022-03-02,2022-03-02
